STATION,STATION_NAME,DATE,MDPR,DAPR,PRCP,SNWD,SNOW,TMAX,TMIN,TOBS
GHCND:USC00072730,DOVER DE US,20141101,-9999,-9999,216,0,0,106,72,-9999
GHCND:USC00072730,DOVER DE US,20141102,-9999,-9999,0,0,0,100,50,-9999
GHCND:USC00072730,DOVER DE US,20141103,-9999,-9999,0,0,0,150,17,133
GHCND:USC00072730,DOVER DE US,20141104,-9999,-9999,0,0,0,211,44,-9999
GHCND:USC00072730,DOVER DE US,20141105,-9999,-9999,0,0,0,206,100,178
GHCND:USC00072730,DOVER DE US,20141106,-9999,-9999,-9999,0,0,178,100,167
GHCND:USC00072730,DOVER DE US,20141107,193,2,-9999,0,0,167,67,94
GHCND:USC00072730,DOVER DE US,20141108,-9999,-9999,0,0,0,106,0,-9999
GHCND:USC00072730,DOVER DE US,20141109,-9999,-9999,0,0,0,144,61,-9999
GHCND:USC00072730,DOVER DE US,20141110,-9999,-9999,0,0,0,172,22,133
GHCND:USC00072730,DOVER DE US,20141111,-9999,-9999,0,0,0,200,44,-9999
GHCND:USC00072730,DOVER DE US,20141112,-9999,-9999,0,0,0,206,122,156
GHCND:USC00072730,DOVER DE US,20141113,-9999,-9999,0,0,0,156,22,61
GHCND:USC00072730,DOVER DE US,20141114,-9999,-9999,10,0,0,67,6,39
GHCND:USC00072730,DOVER DE US,20141115,-9999,-9999,0,0,0,67,-17,-9999
GHCND:USC00072730,DOVER DE US,20141116,-9999,-9999,0,0,0,78,-39,-9999
GHCND:USC00072730,DOVER DE US,20141117,-9999,-9999,328,0,0,133,61,133
GHCND:USC00072730,DOVER DE US,20141118,-9999,-9999,25,0,0,133,-39,-17
GHCND:USC00072730,DOVER DE US,20141119,-9999,-9999,0,0,0,11,-67,11
GHCND:USC00072730,DOVER DE US,20141120,-9999,-9999,0,0,0,111,-22,100
GHCND:USC00072730,DOVER DE US,20141121,-9999,-9999,0,0,0,100,-28,22
GHCND:USC00072730,DOVER DE US,20141122,-9999,-9999,0,0,0,89,-56,-9999
GHCND:USC00072730,DOVER DE US,20141123,-9999,-9999,0,0,0,150,11,-9999
GHCND:USC00072730,DOVER DE US,20141124,-9999,-9999,43,0,0,217,111,-9999
GHCND:USC00072730,DOVER DE US,20141125,-9999,-9999,0,0,0,200,111,-9999
GHCND:USC00072730,DOVER DE US,20141126,-9999,-9999,310,0,0,111,17,-9999
GHCND:USC00072730,DOVER DE US,20141127,-9999,-9999,0,0,0,78,-6,-9999
GHCND:USC00072730,DOVER DE US,20141128,-9999,-9999,0,0,0,44,-22,-9999
GHCND:USC00072730,DOVER DE US,20141129,-9999,-9999,0,0,0,61,-33,-9999
GHCND:USC00072730,DOVER DE US,20141130,-9999,-9999,0,0,-9999,156,44,-9999
GHCND:USC00072730,DOVER DE US,20141201,-9999,-9999,0,0,0,206,94,178
GHCND:USC00072730,DOVER DE US,20141202,-9999,-9999,140,0,0,178,11,33
GHCND:USC00072730,DOVER DE US,20141203,-9999,-9999,8,0,0,111,33,106
GHCND:USC00072730,DOVER DE US,20141204,-9999,-9999,0,0,0,106,-28,50
GHCND:USC00072730,DOVER DE US,20141205,-9999,-9999,5,0,0,67,22,56
GHCND:USC00072730,DOVER DE US,20141206,-9999,-9999,-9999,0,0,111,56,-9999
GHCND:USC00072730,DOVER DE US,20141207,267,2,-9999,0,0,72,33,-9999
GHCND:USC00072730,DOVER DE US,20141208,-9999,-9999,0,0,0,33,-22,6
GHCND:USC00072730,DOVER DE US,20141209,-9999,-9999,191,0,0,67,6,61
GHCND:USC00072730,DOVER DE US,20141210,-9999,-9999,3,0,0,67,39,61
GHCND:USC00072730,DOVER DE US,20141211,-9999,-9999,5,0,0,61,-11,-11
GHCND:USC00072730,DOVER DE US,20141212,-9999,-9999,0,0,0,50,-11,44
GHCND:USC00072730,DOVER DE US,20141213,-9999,-9999,0,0,0,67,-6,-9999
GHCND:USC00072730,DOVER DE US,20141214,-9999,-9999,0,0,0,72,-17,-9999
GHCND:USC00072730,DOVER DE US,20141215,-9999,-9999,0,0,0,89,50,67
GHCND:USC00072730,DOVER DE US,20141216,-9999,-9999,20,0,0,117,0,78
GHCND:USC00072730,DOVER DE US,20141217,-9999,-9999,28,0,0,122,44,100
GHCND:USC00072730,DOVER DE US,20141218,-9999,-9999,0,0,0,100,17,33
