STATION,STATION_NAME,DATE,MTD-PRCP-NORMAL,YTD-PRCP-NORMAL,DLY-TAVG-NORMAL,DLY-DUTR-NORMAL,DLY-TMAX-NORMAL,DLY-TMIN-NORMAL
GHCND:USC00473268,GREEN BAY WEATHER FORECAST OFFICE WI US,20101112,86,2767,368,152,443,292
GHCND:USC00473268,GREEN BAY WEATHER FORECAST OFFICE WI US,20101113,92,2773,363,151,438,287
GHCND:USC00473268,GREEN BAY WEATHER FORECAST OFFICE WI US,20101114,98,2779,358,151,433,282
GHCND:USC00473268,GREEN BAY WEATHER FORECAST OFFICE WI US,20101115,104,2785,353,150,428,278
GHCND:USC00473268,GREEN BAY WEATHER FORECAST OFFICE WI US,20101116,111,2792,348,150,423,273
GHCND:USC00473268,GREEN BAY WEATHER FORECAST OFFICE WI US,20101117,117,2798,343,149,417,268
GHCND:USC00473268,GREEN BAY WEATHER FORECAST OFFICE WI US,20101118,124,2805,338,149,412,263
GHCND:USC00473268,GREEN BAY WEATHER FORECAST OFFICE WI US,20101119,131,2812,333,149,407,258
GHCND:USC00473268,GREEN BAY WEATHER FORECAST OFFICE WI US,20101120,138,2819,328,148,402,253
GHCND:USC00473268,GREEN BAY WEATHER FORECAST OFFICE WI US,20101121,145,2826,323,148,396,249
GHCND:USC00473268,GREEN BAY WEATHER FORECAST OFFICE WI US,20101122,151,2832,317,147,391,244
GHCND:USC00473268,GREEN BAY WEATHER FORECAST OFFICE WI US,20101123,158,2839,312,147,386,239
GHCND:USC00473268,GREEN BAY WEATHER FORECAST OFFICE WI US,20101124,165,2846,307,147,381,234
GHCND:USC00473268,GREEN BAY WEATHER FORECAST OFFICE WI US,20101125,173,2854,303,146,376,229
GHCND:USC00473268,GREEN BAY WEATHER FORECAST OFFICE WI US,20101126,181,2862,298,146,371,225
GHCND:USC00473268,GREEN BAY WEATHER FORECAST OFFICE WI US,20101127,190,2871,293,146,366,220
GHCND:USC00473268,GREEN BAY WEATHER FORECAST OFFICE WI US,20101128,198,2879,288,145,361,215
GHCND:USC00473268,GREEN BAY WEATHER FORECAST OFFICE WI US,20101129,207,2888,283,145,356,211
GHCND:USC00473268,GREEN BAY WEATHER FORECAST OFFICE WI US,20101130,215,2896,278,145,351,206
GHCND:USC00473268,GREEN BAY WEATHER FORECAST OFFICE WI US,20101201,4,2900,274,144,346,202
GHCND:USC00473268,GREEN BAY WEATHER FORECAST OFFICE WI US,20101202,9,2905,269,144,341,197
GHCND:USC00473268,GREEN BAY WEATHER FORECAST OFFICE WI US,20101203,13,2909,265,144,337,193
GHCND:USC00473268,GREEN BAY WEATHER FORECAST OFFICE WI US,20101204,17,2913,260,144,332,188
GHCND:USC00473268,GREEN BAY WEATHER FORECAST OFFICE WI US,20101205,22,2918,256,143,328,184
GHCND:USC00473268,GREEN BAY WEATHER FORECAST OFFICE WI US,20101206,26,2922,252,143,323,180
GHCND:USC00473268,GREEN BAY WEATHER FORECAST OFFICE WI US,20101207,31,2927,248,143,319,176
GHCND:USC00473268,GREEN BAY WEATHER FORECAST OFFICE WI US,20101208,36,2932,243,143,315,172
GHCND:USC00473268,GREEN BAY WEATHER FORECAST OFFICE WI US,20101209,41,2937,239,143,311,168
GHCND:USC00473268,GREEN BAY WEATHER FORECAST OFFICE WI US,20101210,46,2942,236,143,307,164
GHCND:USC00473268,GREEN BAY WEATHER FORECAST OFFICE WI US,20101211,52,2948,232,143,303,160
GHCND:USC00473268,GREEN BAY WEATHER FORECAST OFFICE WI US,20101212,57,2953,228,143,299,157
GHCND:USC00473268,GREEN BAY WEATHER FORECAST OFFICE WI US,20101213,62,2958,225,143,296,153
GHCND:USC00473268,GREEN BAY WEATHER FORECAST OFFICE WI US,20101214,67,2963,221,143,292,150
GHCND:USC00473268,GREEN BAY WEATHER FORECAST OFFICE WI US,20101215,72,2968,218,143,289,146
GHCND:USC00473268,GREEN BAY WEATHER FORECAST OFFICE WI US,20101216,77,2973,214,143,286,143
GHCND:USC00473268,GREEN BAY WEATHER FORECAST OFFICE WI US,20101217,82,2978,211,143,283,140
GHCND:USC00473268,GREEN BAY WEATHER FORECAST OFFICE WI US,20101218,87,2983,208,144,280,136
GHCND:USC00473268,GREEN BAY WEATHER FORECAST OFFICE WI US,20101219,92,2988,205,144,277,133
GHCND:USC00473268,GREEN BAY WEATHER FORECAST OFFICE WI US,20101220,98,2994,202,144,275,130
GHCND:USC00473268,GREEN BAY WEATHER FORECAST OFFICE WI US,20101221,103,2999,200,145,272,127
GHCND:USC00473268,GREEN BAY WEATHER FORECAST OFFICE WI US,20101222,108,3004,197,145,270,124
GHCND:USC00473268,GREEN BAY WEATHER FORECAST OFFICE WI US,20101223,114,3010,194,146,267,122
GHCND:USC00473268,GREEN BAY WEATHER FORECAST OFFICE WI US,20101224,119,3015,192,146,265,119
GHCND:USC00473268,GREEN BAY WEATHER FORECAST OFFICE WI US,20101225,124,3020,190,147,263,116
GHCND:USC00473268,GREEN BAY WEATHER FORECAST OFFICE WI US,20101226,129,3025,187,148,261,114
GHCND:USC00473268,GREEN BAY WEATHER FORECAST OFFICE WI US,20101227,134,3030,185,149,260,111
GHCND:USC00473268,GREEN BAY WEATHER FORECAST OFFICE WI US,20101228,138,3034,183,149,258,109
GHCND:USC00473268,GREEN BAY WEATHER FORECAST OFFICE WI US,20101229,143,3039,181,150,257,106
GHCND:USC00473268,GREEN BAY WEATHER FORECAST OFFICE WI US,20101230,148,3044,180,151,255,104
GHCND:USC00473268,GREEN BAY WEATHER FORECAST OFFICE WI US,20101231,153,3049,178,152,254,102
