STATION,STATION_NAME,DATE,DLY-TAVG-NORMAL,DLY-DUTR-NORMAL,DLY-TMAX-NORMAL,DLY-TMIN-NORMAL
GHCND:USW00003759,CHARLOTTESVILLE 2 SSE VA US,20101119,464,171,550,379
GHCND:USW00003759,CHARLOTTESVILLE 2 SSE VA US,20101120,461,171,546,375
GHCND:USW00003759,CHARLOTTESVILLE 2 SSE VA US,20101121,457,172,543,372
GHCND:USW00003759,CHARLOTTESVILLE 2 SSE VA US,20101122,454,172,540,368
GHCND:USW00003759,CHARLOTTESVILLE 2 SSE VA US,20101123,450,173,537,364
GHCND:USW00003759,CHARLOTTESVILLE 2 SSE VA US,20101124,447,173,534,360
GHCND:USW00003759,CHARLOTTESVILLE 2 SSE VA US,20101125,444,174,530,357
GHCND:USW00003759,CHARLOTTESVILLE 2 SSE VA US,20101126,440,175,527,353
GHCND:USW00003759,CHARLOTTESVILLE 2 SSE VA US,20101127,437,175,524,349
GHCND:USW00003759,CHARLOTTESVILLE 2 SSE VA US,20101128,433,176,521,345
GHCND:USW00003759,CHARLOTTESVILLE 2 SSE VA US,20101129,430,176,518,342
GHCND:USW00003759,CHARLOTTESVILLE 2 SSE VA US,20101130,426,177,514,338
GHCND:USW00003759,CHARLOTTESVILLE 2 SSE VA US,20101201,423,177,511,334
GHCND:USW00003759,CHARLOTTESVILLE 2 SSE VA US,20101202,419,177,508,330
GHCND:USW00003759,CHARLOTTESVILLE 2 SSE VA US,20101203,416,178,505,327
GHCND:USW00003759,CHARLOTTESVILLE 2 SSE VA US,20101204,412,178,501,323
GHCND:USW00003759,CHARLOTTESVILLE 2 SSE VA US,20101205,409,178,498,320
GHCND:USW00003759,CHARLOTTESVILLE 2 SSE VA US,20101206,406,178,495,316
GHCND:USW00003759,CHARLOTTESVILLE 2 SSE VA US,20101207,402,179,492,313
GHCND:USW00003759,CHARLOTTESVILLE 2 SSE VA US,20101208,399,179,488,310
GHCND:USW00003759,CHARLOTTESVILLE 2 SSE VA US,20101209,396,179,485,306
GHCND:USW00003759,CHARLOTTESVILLE 2 SSE VA US,20101210,393,179,482,303
GHCND:USW00003759,CHARLOTTESVILLE 2 SSE VA US,20101211,389,178,479,300
GHCND:USW00003759,CHARLOTTESVILLE 2 SSE VA US,20101212,386,178,475,297
GHCND:USW00003759,CHARLOTTESVILLE 2 SSE VA US,20101213,383,178,472,294
GHCND:USW00003759,CHARLOTTESVILLE 2 SSE VA US,20101214,380,178,469,291
GHCND:USW00003759,CHARLOTTESVILLE 2 SSE VA US,20101215,377,177,466,289
GHCND:USW00003759,CHARLOTTESVILLE 2 SSE VA US,20101216,374,177,463,286
GHCND:USW00003759,CHARLOTTESVILLE 2 SSE VA US,20101217,372,176,460,283
GHCND:USW00003759,CHARLOTTESVILLE 2 SSE VA US,20101218,369,176,457,281
GHCND:USW00003759,CHARLOTTESVILLE 2 SSE VA US,20101219,366,175,454,279
GHCND:USW00003759,CHARLOTTESVILLE 2 SSE VA US,20101220,364,175,451,277
GHCND:USW00003759,CHARLOTTESVILLE 2 SSE VA US,20101221,362,174,449,274
GHCND:USW00003759,CHARLOTTESVILLE 2 SSE VA US,20101222,359,173,446,272
GHCND:USW00003759,CHARLOTTESVILLE 2 SSE VA US,20101223,357,173,443,271
GHCND:USW00003759,CHARLOTTESVILLE 2 SSE VA US,20101224,355,172,441,269
GHCND:USW00003759,CHARLOTTESVILLE 2 SSE VA US,20101225,353,171,438,267
GHCND:USW00003759,CHARLOTTESVILLE 2 SSE VA US,20101226,351,170,436,266
GHCND:USW00003759,CHARLOTTESVILLE 2 SSE VA US,20101227,349,170,434,264
GHCND:USW00003759,CHARLOTTESVILLE 2 SSE VA US,20101228,347,169,432,263
GHCND:USW00003759,CHARLOTTESVILLE 2 SSE VA US,20101229,346,168,430,262
GHCND:USW00003759,CHARLOTTESVILLE 2 SSE VA US,20101230,344,167,428,261
GHCND:USW00003759,CHARLOTTESVILLE 2 SSE VA US,20101231,343,167,426,260
