STATION,STATION_NAME,DATE,PRCP,SNOW,TMAX,TMIN
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20150729,66,-9999,311,222
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20150730,0,-9999,317,194
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20150731,0,-9999,328,189
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20150801,0,-9999,344,233
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20150802,0,-9999,339,233
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20150803,0,-9999,333,222
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20150804,25,-9999,311,222
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20150805,18,-9999,256,206
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20150806,0,-9999,283,206
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20150807,0,-9999,344,233
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20150808,18,-9999,339,239
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20150809,5,-9999,328,267
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20150810,36,-9999,317,233
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20150811,0,-9999,306,200
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20150812,0,-9999,311,194
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20150813,0,-9999,317,200
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20150814,0,-9999,317,217
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20150815,0,-9999,328,200
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20150816,0,-9999,328,222
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20150817,0,-9999,328,233
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20150818,290,-9999,278,189
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20150819,0,-9999,239,150
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20150820,0,-9999,294,144
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20150821,0,-9999,294,178
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20150822,0,-9999,306,217
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20150823,0,-9999,261,161
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20150824,0,-9999,278,133
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20150825,0,-9999,289,150
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20150826,0,-9999,289,167
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20150827,15,-9999,250,189
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20150828,13,-9999,283,211
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20150829,0,-9999,272,211
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20150830,0,-9999,300,200
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20150831,0,-9999,333,228
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20150901,0,-9999,328,239
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20150902,0,-9999,328,233
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20150903,0,-9999,333,233
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20150904,0,-9999,339,233
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20150905,0,-9999,344,239
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20150906,0,-9999,356,250
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20150907,30,-9999,289,228
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20150908,5,-9999,272,222
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20150909,0,-9999,300,200
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20150910,599,-9999,322,183
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20150911,0,-9999,233,144
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20150912,0,-9999,233,111
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20150913,0,-9999,261,139
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20150914,0,-9999,294,194
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20150915,0,-9999,294,206
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20150916,0,-9999,322,206
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20150917,0,-9999,333,244
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20150918,33,-9999,283,156
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20150919,0,-9999,233,122
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20150920,0,-9999,250,117
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20150921,0,-9999,244,161
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20150922,0,-9999,311,200
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20150923,0,-9999,289,206
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20150924,0,-9999,294,206
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20150925,0,-9999,294,183
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20150926,0,-9999,289,156
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20150927,0,-9999,272,161
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20150928,0,-9999,300,172
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20150929,0,-9999,244,178
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20150930,0,-9999,228,117
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20151001,0,-9999,211,89
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20151002,0,-9999,194,72
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20151003,0,-9999,200,72
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20151004,0,-9999,161,72
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20151005,0,-9999,183,117
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20151006,0,-9999,211,144
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20151007,0,-9999,250,117
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20151008,3,-9999,300,172
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20151009,5,-9999,183,100
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20151010,0,-9999,233,78
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20151011,0,-9999,300,156
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20151012,0,-9999,267,133
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20151013,0,-9999,256,83
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20151014,0,-9999,244,111
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20151015,0,-9999,261,83
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20151016,0,-9999,183,56
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20151017,0,-9999,167,72
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20151018,0,-9999,222,106
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20151019,0,-9999,267,139
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20151020,0,-9999,289,167
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20151021,0,-9999,289,189
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20151022,0,-9999,267,156
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20151023,46,-9999,239,161
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20151024,0,-9999,183,83
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20151025,0,-9999,189,39
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20151026,0,-9999,183,50
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20151027,13,-9999,144,117
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20151028,0,-9999,161,72
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20151029,0,-9999,139,28
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20151030,56,-9999,117,22
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20151031,38,-9999,139,78
