STATION,STATION_NAME,DATE,DLY-PRCP-25PCTL,DLY-PRCP-50PCTL,DLY-PRCP-75PCTL,MTD-PRCP-NORMAL,MTD-SNOW-NORMAL,YTD-PRCP-NORMAL,YTD-SNOW-NORMAL,DLY-PRCP-PCTALL-GE001HI,DLY-PRCP-PCTALL-GE010HI,DLY-PRCP-PCTALL-GE050HI,DLY-PRCP-PCTALL-GE100HI,DLY-SNOW-PCTALL-GE001TI,DLY-SNOW-PCTALL-GE010TI,DLY-SNOW-PCTALL-GE100TI,DLY-SNOW-PCTALL-GE030TI,DLY-SNOW-PCTALL-GE050TI,DLY-TAVG-NORMAL,DLY-DUTR-NORMAL,DLY-TMAX-NORMAL,DLY-TMIN-NORMAL,DLY-TAVG-STDDEV,DLY-DUTR-STDDEV,DLY-TMAX-STDDEV,DLY-TMIN-STDDEV
GHCND:USW00023271,SACRAMENTO 5 ESE CA US,20101202,4,17,46,20,0,1699,0,313,189,74,17,0,0,0,0,0,494,154,571,417,47,66,57,57
GHCND:USW00023271,SACRAMENTO 5 ESE CA US,20101203,4,18,46,30,0,1709,0,316,190,75,17,0,0,0,0,0,492,153,568,416,47,66,57,57
GHCND:USW00023271,SACRAMENTO 5 ESE CA US,20101204,4,18,47,40,0,1719,0,319,192,75,17,0,0,0,0,0,490,152,565,414,47,65,57,57
GHCND:USW00023271,SACRAMENTO 5 ESE CA US,20101205,4,18,47,50,0,1729,0,321,194,76,18,0,0,0,0,0,488,150,563,412,47,65,57,57
GHCND:USW00023271,SACRAMENTO 5 ESE CA US,20101206,4,18,47,60,0,1739,0,323,195,77,18,0,0,0,0,0,485,149,560,411,47,65,57,58
GHCND:USW00023271,SACRAMENTO 5 ESE CA US,20101207,4,18,48,71,0,1750,0,324,196,78,18,0,0,0,0,0,483,148,557,410,47,65,57,58
GHCND:USW00023271,SACRAMENTO 5 ESE CA US,20101208,4,19,48,82,0,1761,0,325,197,79,18,0,0,0,0,0,482,147,555,408,47,65,57,58
GHCND:USW00023271,SACRAMENTO 5 ESE CA US,20101209,4,19,48,92,0,1771,0,327,199,80,19,0,0,0,0,0,480,145,552,407,48,65,57,58
GHCND:USW00023271,SACRAMENTO 5 ESE CA US,20101210,4,19,48,102,0,1781,0,328,200,81,19,0,0,0,0,0,478,144,550,406,48,65,57,59
GHCND:USW00023271,SACRAMENTO 5 ESE CA US,20101211,4,19,49,113,0,1792,0,330,201,81,19,0,0,0,0,0,476,143,548,405,48,65,57,59
GHCND:USW00023271,SACRAMENTO 5 ESE CA US,20101212,4,19,49,124,0,1803,0,331,202,82,20,0,0,0,0,0,475,142,546,404,49,65,58,59
GHCND:USW00023271,SACRAMENTO 5 ESE CA US,20101213,4,20,49,134,0,1813,0,332,203,83,20,0,0,0,0,0,474,141,544,403,49,65,58,60
GHCND:USW00023271,SACRAMENTO 5 ESE CA US,20101214,4,20,49,145,0,1824,0,333,203,83,21,0,0,0,0,0,472,140,542,402,50,65,58,60
GHCND:USW00023271,SACRAMENTO 5 ESE CA US,20101215,4,20,50,156,0,1835,0,334,204,84,21,0,0,0,0,0,471,139,540,402,50,65,59,60
GHCND:USW00023271,SACRAMENTO 5 ESE CA US,20101216,4,20,50,167,0,1846,0,335,204,85,22,0,0,0,0,0,470,138,539,401,50,65,59,61
GHCND:USW00023271,SACRAMENTO 5 ESE CA US,20101217,4,20,51,178,0,1857,0,335,205,86,23,0,0,0,0,0,469,137,537,401,51,65,59,61
GHCND:USW00023271,SACRAMENTO 5 ESE CA US,20101218,4,20,51,189,0,1868,0,336,206,86,23,0,0,0,0,0,468,136,536,400,51,65,59,61
GHCND:USW00023271,SACRAMENTO 5 ESE CA US,20101219,4,20,51,201,0,1880,0,337,207,87,24,0,0,0,0,0,467,135,534,400,51,65,60,61
GHCND:USW00023271,SACRAMENTO 5 ESE CA US,20101220,4,20,52,213,0,1892,0,337,207,88,24,0,0,0,0,0,466,134,533,399,51,65,60,62
GHCND:USW00023271,SACRAMENTO 5 ESE CA US,20101221,4,20,52,225,0,1904,0,338,207,88,25,0,0,0,0,0,466,133,532,399,51,65,60,62
GHCND:USW00023271,SACRAMENTO 5 ESE CA US,20101222,4,20,52,238,0,1917,0,338,208,88,26,0,0,0,0,0,465,132,531,399,52,65,60,62
GHCND:USW00023271,SACRAMENTO 5 ESE CA US,20101223,4,20,52,250,0,1929,0,338,208,88,26,0,0,0,0,0,464,132,530,399,52,65,60,62
GHCND:USW00023271,SACRAMENTO 5 ESE CA US,20101224,4,20,52,262,0,1941,0,339,208,89,27,0,0,0,0,0,464,131,529,399,52,65,60,62
GHCND:USW00023271,SACRAMENTO 5 ESE CA US,20101225,4,20,53,274,0,1953,0,340,209,89,28,0,0,0,0,0,464,130,529,399,52,65,61,62
GHCND:USW00023271,SACRAMENTO 5 ESE CA US,20101226,4,20,53,287,0,1966,0,341,209,90,28,0,0,0,0,0,463,130,528,399,52,65,61,62
GHCND:USW00023271,SACRAMENTO 5 ESE CA US,20101227,4,20,53,299,0,1978,0,343,210,90,29,0,0,0,0,0,463,129,528,399,52,65,61,62
GHCND:USW00023271,SACRAMENTO 5 ESE CA US,20101228,4,20,53,311,0,1990,0,345,211,91,30,0,0,0,0,0,463,129,527,399,52,65,61,61
GHCND:USW00023271,SACRAMENTO 5 ESE CA US,20101229,4,20,53,323,0,2002,0,346,212,91,31,0,0,0,0,0,463,128,527,399,52,66,61,61
GHCND:USW00023271,SACRAMENTO 5 ESE CA US,20101230,4,20,53,335,0,2014,0,347,212,91,31,0,0,0,0,0,463,128,527,399,52,66,61,61
GHCND:USW00023271,SACRAMENTO 5 ESE CA US,20101231,4,20,53,348,0,2027,0,348,212,92,31,0,0,0,0,0,463,128,527,399,51,66,61,61
