STATION,STATION_NAME,DATE,MTD-PRCP-NORMAL,YTD-PRCP-NORMAL,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,DLY-TAVG-NORMAL,DLY-DUTR-NORMAL,DLY-TMAX-NORMAL,DLY-TMIN-NORMAL,DLY-TAVG-STDDEV,DLY-DUTR-STDDEV,DLY-TMAX-STDDEV,DLY-TMIN-STDDEV
GHCND:USW00012970,SAN ANTONIO STINSON MUNICIPAL AIRPORT TX US,20100607,67,1211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,819,198,919,720,35,46,46,37
GHCND:USW00012970,SAN ANTONIO STINSON MUNICIPAL AIRPORT TX US,20100608,77,1221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,821,198,920,722,35,46,47,36
GHCND:USW00012970,SAN ANTONIO STINSON MUNICIPAL AIRPORT TX US,20100609,87,1231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,822,198,921,723,35,46,47,36
GHCND:USW00012970,SAN ANTONIO STINSON MUNICIPAL AIRPORT TX US,20100610,97,1241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,823,198,922,724,35,46,47,35
GHCND:USW00012970,SAN ANTONIO STINSON MUNICIPAL AIRPORT TX US,20100611,106,1250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,824,198,923,725,35,46,47,35
GHCND:USW00012970,SAN ANTONIO STINSON MUNICIPAL AIRPORT TX US,20100612,115,1259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,825,198,924,726,35,46,47,35
GHCND:USW00012970,SAN ANTONIO STINSON MUNICIPAL AIRPORT TX US,20100613,124,1268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,826,198,925,727,35,47,48,34
GHCND:USW00012970,SAN ANTONIO STINSON MUNICIPAL AIRPORT TX US,20100614,134,1278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,827,198,926,728,35,47,48,34
GHCND:USW00012970,SAN ANTONIO STINSON MUNICIPAL AIRPORT TX US,20100615,146,1290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,828,198,927,729,35,47,49,34
GHCND:USW00012970,SAN ANTONIO STINSON MUNICIPAL AIRPORT TX US,20100616,158,1302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,829,198,927,730,35,47,49,33
GHCND:USW00012970,SAN ANTONIO STINSON MUNICIPAL AIRPORT TX US,20100617,171,1315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,829,198,928,731,35,48,50,33
GHCND:USW00012970,SAN ANTONIO STINSON MUNICIPAL AIRPORT TX US,20100618,185,1329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,830,198,929,731,35,48,50,32
GHCND:USW00012970,SAN ANTONIO STINSON MUNICIPAL AIRPORT TX US,20100619,199,1343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,830,198,929,732,35,48,50,32
GHCND:USW00012970,SAN ANTONIO STINSON MUNICIPAL AIRPORT TX US,20100620,214,1358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,831,198,930,732,35,48,51,32
GHCND:USW00012970,SAN ANTONIO STINSON MUNICIPAL AIRPORT TX US,20100621,230,1374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,831,198,930,733,35,48,51,31
GHCND:USW00012970,SAN ANTONIO STINSON MUNICIPAL AIRPORT TX US,20100622,246,1390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,832,198,931,733,35,48,51,31
GHCND:USW00012970,SAN ANTONIO STINSON MUNICIPAL AIRPORT TX US,20100623,262,1406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,832,198,931,733,35,48,51,30
GHCND:USW00012970,SAN ANTONIO STINSON MUNICIPAL AIRPORT TX US,20100624,279,1423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,833,198,931,734,35,48,52,30
GHCND:USW00012970,SAN ANTONIO STINSON MUNICIPAL AIRPORT TX US,20100625,295,1439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,833,198,932,734,35,48,52,29
GHCND:USW00012970,SAN ANTONIO STINSON MUNICIPAL AIRPORT TX US,20100626,311,1455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,833,198,932,734,34,49,52,29
GHCND:USW00012970,SAN ANTONIO STINSON MUNICIPAL AIRPORT TX US,20100627,327,1471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,833,198,933,734,34,49,52,29
GHCND:USW00012970,SAN ANTONIO STINSON MUNICIPAL AIRPORT TX US,20100628,343,1487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,834,199,933,734,34,49,52,28
GHCND:USW00012970,SAN ANTONIO STINSON MUNICIPAL AIRPORT TX US,20100629,358,1502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,834,199,933,735,34,49,53,28
GHCND:USW00012970,SAN ANTONIO STINSON MUNICIPAL AIRPORT TX US,20100630,374,1518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,834,199,934,735,34,49,53,27
GHCND:USW00012970,SAN ANTONIO STINSON MUNICIPAL AIRPORT TX US,20100701,8,1526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,835,200,934,735,34,49,53,27
GHCND:USW00012970,SAN ANTONIO STINSON MUNICIPAL AIRPORT TX US,20100702,17,1535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,835,200,935,735,34,49,53,27
GHCND:USW00012970,SAN ANTONIO STINSON MUNICIPAL AIRPORT TX US,20100703,26,1544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,835,201,935,735,34,50,53,26
GHCND:USW00012970,SAN ANTONIO STINSON MUNICIPAL AIRPORT TX US,20100704,35,1553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,835,201,936,735,34,50,53,26
GHCND:USW00012970,SAN ANTONIO STINSON MUNICIPAL AIRPORT TX US,20100705,43,1561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,836,202,937,735,34,50,53,26
GHCND:USW00012970,SAN ANTONIO STINSON MUNICIPAL AIRPORT TX US,20100706,52,1570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,836,203,937,735,34,50,53,26
GHCND:USW00012970,SAN ANTONIO STINSON MUNICIPAL AIRPORT TX US,20100707,61,1579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,836,203,938,735,33,50,54,25
GHCND:USW00012970,SAN ANTONIO STINSON MUNICIPAL AIRPORT TX US,20100708,70,1588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,837,204,939,735,33,51,54,25
GHCND:USW00012970,SAN ANTONIO STINSON MUNICIPAL AIRPORT TX US,20100709,78,1596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,837,205,940,735,33,51,54,25
GHCND:USW00012970,SAN ANTONIO STINSON MUNICIPAL AIRPORT TX US,20100710,87,1605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,838,206,941,735,33,51,54,24
GHCND:USW00012970,SAN ANTONIO STINSON MUNICIPAL AIRPORT TX US,20100711,96,1614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,838,207,942,735,33,51,54,24
GHCND:USW00012970,SAN ANTONIO STINSON MUNICIPAL AIRPORT TX US,20100712,105,1623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,839,208,943,735,33,51,53,24
GHCND:USW00012970,SAN ANTONIO STINSON MUNICIPAL AIRPORT TX US,20100713,114,1632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,839,209,944,735,33,50,53,24
GHCND:USW00012970,SAN ANTONIO STINSON MUNICIPAL AIRPORT TX US,20100714,122,1640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,840,210,945,735,32,50,53,24
GHCND:USW00012970,SAN ANTONIO STINSON MUNICIPAL AIRPORT TX US,20100715,130,1648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,841,211,947,735,32,50,53,23
GHCND:USW00012970,SAN ANTONIO STINSON MUNICIPAL AIRPORT TX US,20100716,136,1654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,842,213,948,735,32,50,52,23
GHCND:USW00012970,SAN ANTONIO STINSON MUNICIPAL AIRPORT TX US,20100717,143,1661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,842,214,949,735,32,50,52,23
GHCND:USW00012970,SAN ANTONIO STINSON MUNICIPAL AIRPORT TX US,20100718,149,1667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,843,215,951,736,31,49,52,23
GHCND:USW00012970,SAN ANTONIO STINSON MUNICIPAL AIRPORT TX US,20100719,155,1673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,844,217,952,736,31,49,51,23
GHCND:USW00012970,SAN ANTONIO STINSON MUNICIPAL AIRPORT TX US,20100720,160,1678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,845,218,954,736,31,48,51,22
GHCND:USW00012970,SAN ANTONIO STINSON MUNICIPAL AIRPORT TX US,20100721,165,1683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,846,219,956,736,30,48,50,22
GHCND:USW00012970,SAN ANTONIO STINSON MUNICIPAL AIRPORT TX US,20100722,170,1688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,847,221,957,736,30,48,50,22
GHCND:USW00012970,SAN ANTONIO STINSON MUNICIPAL AIRPORT TX US,20100723,174,1692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,848,222,959,737,30,47,49,22
GHCND:USW00012970,SAN ANTONIO STINSON MUNICIPAL AIRPORT TX US,20100724,178,1696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,849,223,961,737,30,47,49,22
GHCND:USW00012970,SAN ANTONIO STINSON MUNICIPAL AIRPORT TX US,20100725,183,1701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,850,225,962,737,30,47,48,22
GHCND:USW00012970,SAN ANTONIO STINSON MUNICIPAL AIRPORT TX US,20100726,187,1705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,851,226,964,738,29,46,48,22
GHCND:USW00012970,SAN ANTONIO STINSON MUNICIPAL AIRPORT TX US,20100727,191,1709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,852,228,966,738,29,46,48,22
GHCND:USW00012970,SAN ANTONIO STINSON MUNICIPAL AIRPORT TX US,20100728,195,1713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,853,229,967,739,29,46,47,23
GHCND:USW00012970,SAN ANTONIO STINSON MUNICIPAL AIRPORT TX US,20100729,200,1718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,854,230,969,739,29,46,47,23
GHCND:USW00012970,SAN ANTONIO STINSON MUNICIPAL AIRPORT TX US,20100730,204,1722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,855,231,971,739,29,45,47,23
GHCND:USW00012970,SAN ANTONIO STINSON MUNICIPAL AIRPORT TX US,20100731,207,1725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,856,232,972,740,29,45,47,23
GHCND:USW00012970,SAN ANTONIO STINSON MUNICIPAL AIRPORT TX US,20100801,4,1729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,857,233,974,740,29,45,47,23
GHCND:USW00012970,SAN ANTONIO STINSON MUNICIPAL AIRPORT TX US,20100802,10,1735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,858,234,975,741,29,44,46,24
GHCND:USW00012970,SAN ANTONIO STINSON MUNICIPAL AIRPORT TX US,20100803,17,1742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,859,235,976,741,29,44,46,24
GHCND:USW00012970,SAN ANTONIO STINSON MUNICIPAL AIRPORT TX US,20100804,24,1749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,860,236,978,742,29,44,46,24
GHCND:USW00012970,SAN ANTONIO STINSON MUNICIPAL AIRPORT TX US,20100805,31,1756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,860,237,979,742,29,44,46,24
GHCND:USW00012970,SAN ANTONIO STINSON MUNICIPAL AIRPORT TX US,20100806,38,1763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,861,237,980,742,29,44,46,24
GHCND:USW00012970,SAN ANTONIO STINSON MUNICIPAL AIRPORT TX US,20100807,45,1770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,862,238,981,743,29,43,45,24
GHCND:USW00012970,SAN ANTONIO STINSON MUNICIPAL AIRPORT TX US,20100808,52,1777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,862,238,981,743,29,43,45,24
GHCND:USW00012970,SAN ANTONIO STINSON MUNICIPAL AIRPORT TX US,20100809,58,1783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,863,239,982,743,29,43,45,25
GHCND:USW00012970,SAN ANTONIO STINSON MUNICIPAL AIRPORT TX US,20100810,63,1788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,863,239,983,744,29,43,45,25
GHCND:USW00012970,SAN ANTONIO STINSON MUNICIPAL AIRPORT TX US,20100811,69,1794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,863,239,983,744,29,43,45,25
GHCND:USW00012970,SAN ANTONIO STINSON MUNICIPAL AIRPORT TX US,20100812,74,1799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,863,239,983,744,29,44,46,25
GHCND:USW00012970,SAN ANTONIO STINSON MUNICIPAL AIRPORT TX US,20100813,80,1805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,863,239,983,744,29,44,46,25
GHCND:USW00012970,SAN ANTONIO STINSON MUNICIPAL AIRPORT TX US,20100814,86,1811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,863,239,983,744,30,44,46,25
GHCND:USW00012970,SAN ANTONIO STINSON MUNICIPAL AIRPORT TX US,20100815,92,1817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,863,238,982,744,30,44,46,25
GHCND:USW00012970,SAN ANTONIO STINSON MUNICIPAL AIRPORT TX US,20100816,98,1823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,863,238,982,744,30,45,47,25
GHCND:USW00012970,SAN ANTONIO STINSON MUNICIPAL AIRPORT TX US,20100817,105,1830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,862,237,981,744,30,45,47,25
GHCND:USW00012970,SAN ANTONIO STINSON MUNICIPAL AIRPORT TX US,20100818,112,1837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,862,237,980,743,31,46,48,25
GHCND:USW00012970,SAN ANTONIO STINSON MUNICIPAL AIRPORT TX US,20100819,119,1844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,861,236,979,743,31,46,48,26
GHCND:USW00012970,SAN ANTONIO STINSON MUNICIPAL AIRPORT TX US,20100820,126,1851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,860,235,978,743,31,47,49,26
GHCND:USW00012970,SAN ANTONIO STINSON MUNICIPAL AIRPORT TX US,20100821,134,1859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,859,234,976,742,32,47,49,26
GHCND:USW00012970,SAN ANTONIO STINSON MUNICIPAL AIRPORT TX US,20100822,143,1868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,858,233,975,742,32,48,50,26
GHCND:USW00012970,SAN ANTONIO STINSON MUNICIPAL AIRPORT TX US,20100823,152,1877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,857,232,973,741,32,48,51,26
GHCND:USW00012970,SAN ANTONIO STINSON MUNICIPAL AIRPORT TX US,20100824,163,1888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,855,231,971,740,33,49,51,27
GHCND:USW00012970,SAN ANTONIO STINSON MUNICIPAL AIRPORT TX US,20100825,175,1900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,854,230,969,739,33,49,51,27
GHCND:USW00012970,SAN ANTONIO STINSON MUNICIPAL AIRPORT TX US,20100826,188,1913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,852,228,966,738,33,50,52,27
GHCND:USW00012970,SAN ANTONIO STINSON MUNICIPAL AIRPORT TX US,20100827,201,1926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,851,227,964,737,33,50,52,28
GHCND:USW00012970,SAN ANTONIO STINSON MUNICIPAL AIRPORT TX US,20100828,214,1939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,849,226,961,736,34,51,53,28
GHCND:USW00012970,SAN ANTONIO STINSON MUNICIPAL AIRPORT TX US,20100829,228,1953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,847,224,959,734,34,51,53,28
GHCND:USW00012970,SAN ANTONIO STINSON MUNICIPAL AIRPORT TX US,20100830,242,1967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,844,223,956,733,34,52,53,29
GHCND:USW00012970,SAN ANTONIO STINSON MUNICIPAL AIRPORT TX US,20100831,253,1978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,842,222,953,731,34,52,53,29
GHCND:USW00012970,SAN ANTONIO STINSON MUNICIPAL AIRPORT TX US,20100901,10,1988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,840,220,950,730,35,53,53,30
GHCND:USW00012970,SAN ANTONIO STINSON MUNICIPAL AIRPORT TX US,20100902,19,1997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,837,219,947,728,35,53,54,31
GHCND:USW00012970,SAN ANTONIO STINSON MUNICIPAL AIRPORT TX US,20100903,28,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,835,217,944,726,35,54,54,32
GHCND:USW00012970,SAN ANTONIO STINSON MUNICIPAL AIRPORT TX US,20100904,38,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,832,216,940,724,36,54,54,32
GHCND:USW00012970,SAN ANTONIO STINSON MUNICIPAL AIRPORT TX US,20100905,49,2027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,830,215,937,722,36,55,55,33
GHCND:USW00012970,SAN ANTONIO STINSON MUNICIPAL AIRPORT TX US,20100906,59,2037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,827,214,934,720,37,55,55,35
GHCND:USW00012970,SAN ANTONIO STINSON MUNICIPAL AIRPORT TX US,20100907,70,2048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,824,212,930,718,38,56,55,36
GHCND:USW00012970,SAN ANTONIO STINSON MUNICIPAL AIRPORT TX US,20100908,81,2059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,821,211,927,715,39,56,56,37
GHCND:USW00012970,SAN ANTONIO STINSON MUNICIPAL AIRPORT TX US,20100909,92,2070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,818,210,923,713,39,57,56,38
GHCND:USW00012970,SAN ANTONIO STINSON MUNICIPAL AIRPORT TX US,20100910,104,2082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,815,209,920,711,40,57,57,40
GHCND:USW00012970,SAN ANTONIO STINSON MUNICIPAL AIRPORT TX US,20100911,115,2093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,812,208,916,708,41,58,57,41
GHCND:USW00012970,SAN ANTONIO STINSON MUNICIPAL AIRPORT TX US,20100912,126,2104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,809,208,913,705,42,58,57,43
GHCND:USW00012970,SAN ANTONIO STINSON MUNICIPAL AIRPORT TX US,20100913,137,2115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,806,207,910,703,43,58,57,44
GHCND:USW00012970,SAN ANTONIO STINSON MUNICIPAL AIRPORT TX US,20100914,148,2126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,803,206,906,700,43,58,57,46
GHCND:USW00012970,SAN ANTONIO STINSON MUNICIPAL AIRPORT TX US,20100915,158,2136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,206,903,697,44,59,58,47
GHCND:USW00012970,SAN ANTONIO STINSON MUNICIPAL AIRPORT TX US,20100916,168,2146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,797,205,900,694,45,59,58,49
GHCND:USW00012970,SAN ANTONIO STINSON MUNICIPAL AIRPORT TX US,20100917,178,2156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,794,205,896,691,46,59,58,51
GHCND:USW00012970,SAN ANTONIO STINSON MUNICIPAL AIRPORT TX US,20100918,188,2166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,791,205,893,688,47,60,58,52
GHCND:USW00012970,SAN ANTONIO STINSON MUNICIPAL AIRPORT TX US,20100919,198,2176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,788,205,890,685,48,60,58,54
GHCND:USW00012970,SAN ANTONIO STINSON MUNICIPAL AIRPORT TX US,20100920,208,2186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,785,205,887,682,49,60,58,56
GHCND:USW00012970,SAN ANTONIO STINSON MUNICIPAL AIRPORT TX US,20100921,218,2196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,782,205,884,679,49,60,58,57
GHCND:USW00012970,SAN ANTONIO STINSON MUNICIPAL AIRPORT TX US,20100922,225,2203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,779,205,881,676,50,61,58,59
GHCND:USW00012970,SAN ANTONIO STINSON MUNICIPAL AIRPORT TX US,20100923,232,2210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,776,205,879,673,51,61,59,60
GHCND:USW00012970,SAN ANTONIO STINSON MUNICIPAL AIRPORT TX US,20100924,238,2216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,773,206,876,670,52,61,59,61
GHCND:USW00012970,SAN ANTONIO STINSON MUNICIPAL AIRPORT TX US,20100925,246,2224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,770,206,873,667,52,62,59,63
GHCND:USW00012970,SAN ANTONIO STINSON MUNICIPAL AIRPORT TX US,20100926,253,2231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,767,207,871,664,53,62,60,64
GHCND:USW00012970,SAN ANTONIO STINSON MUNICIPAL AIRPORT TX US,20100927,260,2238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,765,207,868,661,54,62,60,65
GHCND:USW00012970,SAN ANTONIO STINSON MUNICIPAL AIRPORT TX US,20100928,267,2245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,762,208,866,658,55,63,61,67
GHCND:USW00012970,SAN ANTONIO STINSON MUNICIPAL AIRPORT TX US,20100929,274,2252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,759,208,864,655,56,63,61,68
GHCND:USW00012970,SAN ANTONIO STINSON MUNICIPAL AIRPORT TX US,20100930,282,2260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,757,209,861,652,57,63,62,69
GHCND:USW00012970,SAN ANTONIO STINSON MUNICIPAL AIRPORT TX US,20101001,12,2272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,754,210,859,649,57,64,62,70
GHCND:USW00012970,SAN ANTONIO STINSON MUNICIPAL AIRPORT TX US,20101002,24,2284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,751,211,857,646,58,64,63,71
GHCND:USW00012970,SAN ANTONIO STINSON MUNICIPAL AIRPORT TX US,20101003,35,2295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,749,212,855,643,59,65,63,72
